Price,Close,High,Low,Open,Volume
Ticker,AVGO,AVGO,AVGO,AVGO,AVGO
Date,,,,,
2025-12-08,400.3340148925781,406.5121961238282,396.6410686959877,401.71138434383937,30410600
2025-12-09,405.51409912109375,406.15286104685873,394.7546873669902,397.9884900533008,24546000
2025-12-10,412.18133544921875,413.81818763503134,398.79694142183473,401.43191432587605,31531000
2025-12-11,405.59393310546875,408.51833024999127,393.43720107819075,404.05686558016885,45681600
2025-12-12,359.24261474609375,381.2704737741121,354.4717445910618,379.2343611447257,95588500
2025-12-15,339.1610412597656,361.3086660726182,336.8654458966141,361.198890766926,65894900
2025-12-16,340.648193359375,346.83636515155337,334.42011988751364,335.37827800796214,58061100
2025-12-17,325.3973693847656,345.9480437905322,320.80617864389535,345.9480437905322,73300900
2025-12-18,329.2500305175781,335.3882797237394,323.01196619032106,335.3583382333405,54501900
2025-12-19,339.7099914550781,342.79411720970523,331.9448503322005,332.7034086883467,159095200
2025-12-22,341.45001220703125,346.239990234375,337.2200012207031,346.0299987792969,28739600
2025-12-23,349.32000732421875,350.1099853515625,338.5400085449219,340.80999755859375,28232600
2025-12-24,350.2200012207031,352.8599853515625,347.1400146484375,350.69000244140625,11424400
2025-12-26,352.1300048828125,353.25,347.75,351.05999755859375,15028100
2025-12-29,349.3900146484375,350.3299865722656,344.69000244140625,348.7200012207031,21946900
2025-12-30,349.8500061035156,352.67999267578125,349.29998779296875,349.9700012207031,16633600
2025-12-31,346.1000061035156,349.8800048828125,345.4200134277344,349.7300109863281,15346100
2026-01-02,347.6199951171875,360.6600036621094,345.55999755859375,352.7799987792969,25398600
2026-01-05,343.4200134277344,355.0299987792969,336.5,354.739990234375,31136000
2026-01-06,343.7699890136719,349.04998779296875,338.0,343.6000061035156,27135500
2026-01-07,343.5,349.70001220703125,335.8800048828125,341.70001220703125,20249300
2026-01-08,332.4800109863281,343.67999267578125,330.5,342.7799987792969,24385200
2026-01-09,344.9700012207031,347.3900146484375,333.5,337.9200134277344,22482500
2026-01-12,352.2099914550781,353.8999938964844,340.95001220703125,340.95001220703125,20949600
2026-01-13,354.6099853515625,359.489990234375,350.9100036621094,352.8800048828125,18308000
2026-01-14,339.8900146484375,350.69000244140625,334.4200134277344,348.9700012207031,30094700
2026-01-15,343.0199890136719,349.67999267578125,341.6700134277344,349.1199951171875,22218800
2026-01-16,351.7099914550781,354.510009765625,344.04998779296875,346.2699890136719,31291200
2026-01-20,332.6000061035156,345.3999938964844,331.79998779296875,344.1000061035156,32293900
2026-01-21,328.79998779296875,335.79998779296875,324.20001220703125,335.510009765625,32006600
2026-01-22,325.489990234375,336.989990234375,324.8900146484375,335.3500061035156,24275400
2026-01-23,320.04998779296875,321.989990234375,314.1099853515625,319.29998779296875,30259500
2026-01-26,324.8500061035156,328.67999267578125,317.6000061035156,319.79998779296875,25006400
2026-01-27,332.7900085449219,334.760009765625,327.0199890136719,329.760009765625,25537600
2026-01-28,333.239990234375,339.989990234375,326.70001220703125,338.8500061035156,23001700
2026-01-29,330.7300109863281,335.95001220703125,320.2799987792969,332.55999755859375,20447500
2026-01-30,331.29998779296875,338.20001220703125,328.3299865722656,332.44000244140625,28313000
2026-02-02,331.1099853515625,336.05999755859375,325.75,326.1099853515625,17278200
2026-02-03,320.3299865722656,338.8999938964844,308.6499938964844,336.739990234375,36914800
2026-02-04,308.04998779296875,319.510009765625,295.29998779296875,319.510009765625,43330300
2026-02-05,310.510009765625,326.5299987792969,306.70001220703125,314.3399963378906,42775800
2026-02-06,332.9200134277344,335.0,316.29998779296875,320.1000061035156,33003400
2026-02-09,343.94000244140625,352.3399963378906,330.6499938964844,330.7699890136719,30091000
2026-02-10,340.44000244140625,348.010009765625,339.8399963378906,347.4700012207031,19542700
2026-02-11,342.760009765625,347.20001220703125,333.739990234375,346.79998779296875,17004700
2026-02-12,331.1700134277344,346.2900085449219,329.55999755859375,343.8299865722656,22007300
2026-02-13,325.1700134277344,334.32000732421875,324.69000244140625,329.8500061035156,18397200
2026-02-17,332.5400085449219,335.75,316.30999755859375,319.67999267578125,23469700
2026-02-18,333.510009765625,337.8800048828125,327.2300109863281,329.5199890136719,13565300
2026-02-19,333.989990234375,338.44000244140625,329.67999267578125,333.010009765625,15180900
2026-02-20,332.6499938964844,340.1099853515625,329.5799865722656,332.3599853515625,17658900
2026-02-23,330.3399963378906,338.5,325.32000732421875,332.25,16472400
2026-02-24,325.489990234375,328.30999755859375,314.45001220703125,322.5400085449219,23614400
2026-02-25,332.30999755859375,335.9100036621094,329.2799987792969,330.739990234375,20182300
2026-02-26,321.70001220703125,326.5799865722656,307.92999267578125,326.5,33025300
2026-02-27,319.54998779296875,320.0,310.0,310.70001220703125,28004200
2026-03-02,318.82000732421875,320.0400085449219,307.20001220703125,309.3599853515625,20567200
2026-03-03,313.8399963378906,315.8800048828125,307.3999938964844,313.0,20826200
2026-03-04,317.5299987792969,322.6400146484375,311.739990234375,315.67999267578125,34895800
2026-03-05,332.7699890136719,336.1199951171875,323.0299987792969,330.17999267578125,57076600
2026-03-06,330.4800109863281,343.510009765625,327.3999938964844,328.2799987792969,39103700
