Price,Close,High,Low,Open,Volume
Ticker,SSNLF,SSNLF,SSNLF,SSNLF,SSNLF
Date,,,,,
2025-12-08,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-09,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-10,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-11,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-12,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-15,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-16,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-17,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-18,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-19,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-22,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-23,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-24,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-26,-500.78997802734375,-500.78997802734375,-500.78997802734375,-500.78997802734375,0
2025-12-29,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2025-12-30,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2025-12-31,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-02,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-05,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-06,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-07,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-08,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-09,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-12,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-13,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-14,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-15,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-16,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-20,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-21,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-22,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-23,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-26,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-27,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-28,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-29,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-01-30,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-02,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-03,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-04,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-05,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-06,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-09,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-10,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-11,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-12,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-13,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-17,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-18,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-19,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-20,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-23,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-24,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-25,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-26,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-02-27,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-03-02,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-03-03,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-03-04,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-03-05,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
2026-03-06,65.20999908447266,65.20999908447266,65.20999908447266,65.20999908447266,0
